question_id,book_id,topic_id,target_level,question_type,difficulty,question_summary,prompt,options_json,correct_option,answer_key,explanation,scoring_rule,source_note,version,status
ml-q03-v2,ml-001,rl-001,掌握,应用题,2,MDP组成·应用题·v2,机器人在仓库中移动：位置会改变，机器人可选择上下左右，撞墙会得到 -1，到达终点得 +10。下列哪项最像该问题的“状态”？,"[""机器人当前位置"",""训练轮数"",""神经网络层数""]",0,机器人当前位置,位置刻画机器人此刻可观察到的决策环境。,单选正确得 1 分,机器学习·强化学习基础·MDP；内容负责人编写的独立应用题题 v2,2,approved
ml-q03-v3,ml-001,rl-001,掌握,情境题,2,MDP组成·情境题·v3,设计一个 MDP 来描述电梯调度时，哪个信息应作为“动作”而不是“奖励”？,"[""选择上行、下行或停留"",""乘客等待时间的负值"",""下一层的乘客数量""]",0,选择上行、下行或停留,动作是决策者主动选择的行为。,单选正确得 1 分,机器学习·强化学习基础·MDP；内容负责人编写的独立情境题题 v3,3,approved
ml-q03-v4,ml-001,rl-001,掌握,复测题,2,MDP组成·复测题·v4,"无提示复测：MDP 中的转移概率 P(s′|s,a) 表示什么？","[""采取动作后到达下一状态的可能性"",""模型参数总数"",""每轮必定获得的固定奖励""]",0,采取动作后到达下一状态的可能性,它描述状态与动作条件下的环境不确定性。,单选正确得 1 分,机器学习·强化学习基础·MDP；内容负责人编写的独立复测题题 v4,4,approved
ml-q04-v2,ml-001,rl-001,掌握,概念题,1,动态规划·概念题·v2,动态规划能够求解许多序贯决策问题的关键前提是？,"[""问题可分解为重叠子问题和递推关系"",""必须使用深度神经网络"",""所有奖励都相同""]",0,问题可分解为重叠子问题和递推关系,动态规划利用子问题结果构造整体解。,单选正确得 1 分,机器学习·强化学习基础·贝尔曼方程；内容负责人编写的独立概念题题 v2,2,approved
ml-q04-v3,ml-001,rl-001,掌握,推导题,3,动态规划·推导题·v3,某状态执行动作后立即奖励为 2，必定转移到价值为 6 的下一状态，γ=0.5。按贝尔曼期望形式，该动作价值为多少？,"[""4"",""5"",""8""]",1,5,Q=2+0.5×6=5。,单选正确得 1 分,机器学习·强化学习基础·贝尔曼方程；内容负责人编写的独立推导题题 v3,3,approved
ml-q04-v4,ml-001,rl-001,掌握,复测题,2,动态规划·复测题·v4,无提示复测：贝尔曼方程中的“未来部分”通常来自哪里？,"[""下一状态的价值估计"",""数据文件的大小"",""当前批次的样本数""]",0,下一状态的价值估计,价值递推把未来回报压缩为下一状态价值。,单选正确得 1 分,机器学习·强化学习基础·贝尔曼方程；内容负责人编写的独立复测题题 v4,4,approved
ml-q05-v2,ml-001,rl-001,掌握,概念题,1,Q学习更新·概念题·v2,"Q-Learning 与只记录状态价值 V(s) 的方法相比，Q(s,a) 额外区分了什么？","[""在状态中选择的具体动作"",""训练集文件格式"",""神经元激活函数""]",0,在状态中选择的具体动作,Q 函数评估状态—动作对的长期价值。,单选正确得 1 分,机器学习·强化学习实践·Q-Learning；内容负责人编写的独立概念题题 v2,2,approved
ml-q05-v3,ml-001,rl-001,掌握,应用题,2,Q学习更新·应用题·v3,一个智能体到达新状态后，希望按 Q-Learning 的贪心目标估计未来回报。它应查看什么？,"[""新状态下所有动作 Q 值中的最大值"",""历史上最小的奖励"",""当前状态的编号""]",0,新状态下所有动作 Q 值中的最大值,Q-Learning 的目标使用下一状态动作价值的最大值。,单选正确得 1 分,机器学习·强化学习实践·Q-Learning；内容负责人编写的独立应用题题 v3,3,approved
ml-q05-v4,ml-001,rl-001,掌握,复测题,2,Q学习更新·复测题·v4,无提示复测：在 Q-Learning 更新中，学习率 α 主要控制什么？,"[""新观测对旧 Q 值的调整幅度"",""状态数量"",""折扣因子的正负""]",0,新观测对旧 Q 值的调整幅度,α 决定一次更新迈出的步长。,单选正确得 1 分,机器学习·强化学习实践·Q-Learning；内容负责人编写的独立复测题题 v4,4,approved
ml-q06-v2,ml-001,rl-001,掌握,应用题,2,Q学习目标·应用题·v2,两个动作在同一状态的 Q 值分别为 3.2 和 2.7。若策略暂时采用纯贪心选择，应执行哪个动作？,"[""Q 值为 3.2 的动作"",""Q 值为 2.7 的动作"",""随机丢弃两个动作""]",0,Q 值为 3.2 的动作,贪心策略选择当前估计价值最大的动作。,单选正确得 1 分,Open Machine Learning Book·深度 Q 学习；内容负责人编写的独立应用题题 v2,2,approved
ml-q06-v3,ml-001,rl-001,掌握,代码题,3,Q学习目标·代码题·v3,阅读伪代码：`target = r + gamma * max(Q[next_state])`。若 next_state 是终止状态，常见实现应把 `max(Q[next_state])` 处理为？,"[""0"",""当前 Q 表最大元素"",""动作总数""]",0,0,终止状态之后没有未来回报。,单选正确得 1 分,Open Machine Learning Book·深度 Q 学习；内容负责人编写的独立代码题题 v3,3,approved
ml-q06-v4,ml-001,rl-001,掌握,复测题,2,Q学习目标·复测题·v4,无提示复测：Q-Learning 属于哪类强化学习方法？,"[""无模型价值学习"",""监督分类"",""无监督聚类""]",0,无模型价值学习,它直接从交互经验更新动作价值，不需要已知环境模型。,单选正确得 1 分,Open Machine Learning Book·深度 Q 学习；内容负责人编写的独立复测题题 v4,4,approved
dl-q01-v2,dl-001,dl-base-001,掌握,应用题,2,人工神经元·应用题·v2,一个神经元有两个输入 2、-1，权重 0.5、1，偏置 1。激活函数之前的线性输出是多少？,"[""1"",""2"",""3""]",0,1,0.5×2+1×(-1)+1=1。,单选正确得 1 分,深度学习·神经网络基础·人工神经元；内容负责人编写的独立应用题题 v2,2,approved
dl-q01-v3,dl-001,dl-base-001,掌握,推导题,3,人工神经元·推导题·v3,若神经元线性部分 z=wᵀx+b，所有输入 x 同时变为 0，而 b=2，则 z 为多少？,"[""0"",""2"",""无法确定""]",1,2,输入项为 0，只留下偏置 b。,单选正确得 1 分,深度学习·神经网络基础·人工神经元；内容负责人编写的独立推导题题 v3,3,approved
dl-q01-v4,dl-001,dl-base-001,掌握,复测题,2,人工神经元·复测题·v4,无提示复测：偏置项的主要作用是什么？,"[""平移线性变换的输出"",""删除输入特征"",""保证输出一定为 0""]",0,平移线性变换的输出,偏置允许模型在输入为零时仍产生非零输出。,单选正确得 1 分,深度学习·神经网络基础·人工神经元；内容负责人编写的独立复测题题 v4,4,approved
dl-q02-v2,dl-001,dl-base-001,掌握,应用题,2,激活函数·应用题·v2,若一个多层网络的所有层都使用恒等激活函数，它与单层线性模型相比最接近哪种情况？,"[""整体仍是线性变换"",""一定能表示任意非线性函数"",""不再需要参数""]",0,整体仍是线性变换,线性变换的复合仍是线性变换。,单选正确得 1 分,深度学习·神经网络基础·激活函数；内容负责人编写的独立应用题题 v2,2,approved
dl-q02-v3,dl-001,dl-base-001,掌握,推导题,3,激活函数·推导题·v3,"ReLU(x)=max(0,x)。当输入分别为 -2、3 时，输出分别是？","[""-2、3"",""0、3"",""0、0""]",1,0、3,ReLU 将负值截为 0，保留正值。,单选正确得 1 分,深度学习·神经网络基础·激活函数；内容负责人编写的独立推导题题 v3,3,approved
dl-q02-v4,dl-001,dl-base-001,掌握,复测题,2,激活函数·复测题·v4,无提示复测：为什么隐藏层常需要非线性激活函数？,"[""否则多层网络会退化为线性映射"",""为了增加训练样本"",""为了替代优化器""]",0,否则多层网络会退化为线性映射,非线性让网络能够表达更复杂的函数。,单选正确得 1 分,深度学习·神经网络基础·激活函数；内容负责人编写的独立复测题题 v4,4,approved
dl-q03-v2,dl-001,dl-base-001,掌握,概念题,1,前向传播·概念题·v2,前向传播的核心任务是？,"[""用当前参数从输入计算预测"",""直接修改梯度"",""删除训练样本""]",0,用当前参数从输入计算预测,前向传播产生后续计算损失所需的预测。,单选正确得 1 分,深度学习·神经网络基础·前向传播；内容负责人编写的独立概念题题 v2,2,approved
dl-q03-v3,dl-001,dl-base-001,掌握,代码题,3,前向传播·代码题·v3,在训练代码中，`y_hat = net(X)` 之后通常紧接着哪一行最合理？,"[""`loss = loss_fn(y_hat, y)`"",""`optimizer.step()`"",""`del y_hat`""]",0,"`loss = loss_fn(y_hat, y)`",先由预测和真实标签计算损失，才可反向传播。,单选正确得 1 分,深度学习·神经网络基础·前向传播；内容负责人编写的独立代码题题 v3,3,approved
dl-q03-v4,dl-001,dl-base-001,掌握,复测题,2,前向传播·复测题·v4,无提示复测：若模型参数不变、输入相同，确定性的前向传播应产生什么？,"[""相同预测"",""随机梯度"",""更多训练标签""]",0,相同预测,确定性网络在相同输入和参数下输出一致。,单选正确得 1 分,深度学习·神经网络基础·前向传播；内容负责人编写的独立复测题题 v4,4,approved
dl-q03-v5,dl-001,dl-base-001,掌握,推导题,3,前向传播·推导题·v5,对单样本线性模型 ŷ=wx，平方损失 L=(ŷ-y)²。若 x=2、w=1、y=3，L 为多少？,"[""1"",""4"",""9""]",0,1,ŷ=2，故 L=(2-3)²=1。,单选正确得 1 分,深度学习·神经网络基础·前向传播；内容负责人编写的独立推导题题 v5,5,approved
dl-q04-v2,dl-001,dl-base-001,掌握,概念题,1,反向传播·概念题·v2,反向传播利用哪条基本规则把损失对后一层的影响传回前一层？,"[""链式法则"",""鸽巢原理"",""贝叶斯先验""]",0,链式法则,链式法则连接复合函数各层的导数。,单选正确得 1 分,深度学习·神经网络基础·反向传播；内容负责人编写的独立概念题题 v2,2,approved
dl-q04-v3,dl-001,dl-base-001,掌握,推导题,3,反向传播·推导题·v3,若 L=(z-4)²，且 z=3w，w=1。dL/dw 等于多少？,"[""-6"",""-3"",""6""]",0,-6,dL/dz=2(z-4)=-2，dz/dw=3，因此 dL/dw=-6。,单选正确得 1 分,深度学习·神经网络基础·反向传播；内容负责人编写的独立推导题题 v3,3,approved
dl-q04-v4,dl-001,dl-base-001,掌握,复测题,2,反向传播·复测题·v4,无提示复测：梯度的符号和大小在训练中主要用于什么？,"[""决定参数更新方向和步长"",""确定类别数量"",""替代输入数据""]",0,决定参数更新方向和步长,优化器依据梯度更新参数。,单选正确得 1 分,深度学习·神经网络基础·反向传播；内容负责人编写的独立复测题题 v4,4,approved
dl-q05-v2,dl-001,dl-base-001,掌握,概念题,1,训练循环·概念题·v2,训练循环中 `optimizer.zero_grad()` 的常见作用是？,"[""清除上一批次累积的梯度"",""删除模型参数"",""计算测试集准确率""]",0,清除上一批次累积的梯度,多数框架会累积梯度，训练新批次前需清零。,单选正确得 1 分,深度学习·神经网络基础·训练循环；内容负责人编写的独立概念题题 v2,2,approved
dl-q05-v3,dl-001,dl-base-001,掌握,应用题,2,训练循环·应用题·v3,训练损失连续上升且学习率较大时，最合理的首个排查方向是？,"[""降低学习率并观察稳定性"",""删除全部训练数据"",""把标签都改成 0""]",0,降低学习率并观察稳定性,过大的步长可能导致优化震荡或发散。,单选正确得 1 分,深度学习·神经网络基础·训练循环；内容负责人编写的独立应用题题 v3,3,approved
dl-q05-v4,dl-001,dl-base-001,掌握,复测题,2,训练循环·复测题·v4,无提示复测：以下哪个顺序正确？,"[""前向→损失→清梯度→反向→更新"",""更新→前向→删除损失"",""反向→不计算损失→更新""]",0,前向→损失→清梯度→反向→更新,训练需先得到损失，再计算梯度并更新。,单选正确得 1 分,深度学习·神经网络基础·训练循环；内容负责人编写的独立复测题题 v4,4,approved
dl-q06-v2,dl-001,dl-base-001,掌握,概念题,1,训练步骤·概念题·v2,在监督学习训练中，损失函数的输入通常是一对什么？,"[""模型预测与真实标签"",""学习率与批次大小"",""层数与文件名""]",0,模型预测与真实标签,损失衡量预测与目标之间的差异。,单选正确得 1 分,动手学深度学习·线性网络·训练流程；内容负责人编写的独立概念题题 v2,2,approved
dl-q06-v3,dl-001,dl-base-001,掌握,代码题,3,训练步骤·代码题·v3,下列哪段伪代码会真正更新参数？,"[""`loss.backward(); optimizer.step()`"",""`loss = loss_fn(y_hat,y); print(loss)`"",""`optimizer.zero_grad(); break`""]",0,`loss.backward(); optimizer.step()`,反向传播生成梯度，step 使用梯度更新参数。,单选正确得 1 分,动手学深度学习·线性网络·训练流程；内容负责人编写的独立代码题题 v3,3,approved
dl-q06-v4,dl-001,dl-base-001,掌握,复测题,2,训练步骤·复测题·v4,无提示复测：若跳过反向传播直接调用 optimizer.step()，在常规训练中最可能发生什么？,"[""没有当前损失对应的新梯度可用于更新"",""自动得到最佳模型"",""标签数会翻倍""]",0,没有当前损失对应的新梯度可用于更新,优化器需要由反向传播计算出的梯度。,单选正确得 1 分,动手学深度学习·线性网络·训练流程；内容负责人编写的独立复测题题 v4,4,approved
ml-q07-v2,ml-001,rl-001,掌握,概念题,1,学习任务类型·概念题·v2,监督学习与无监督学习的主要区别之一是？,"[""监督学习使用带目标标签的数据"",""无监督学习一定不使用数据"",""监督学习不能预测数值""]",0,监督学习使用带目标标签的数据,监督学习依赖输入与目标的对应关系。,单选正确得 1 分,Open Machine Learning Book·机器学习概览；内容负责人编写的独立概念题题 v2,2,approved
ml-q07-v3,ml-001,rl-001,掌握,分类题,2,学习任务类型·分类题·v3,把“根据用户历史行为把用户自动分组”归为哪类任务最合适？,"[""聚类"",""回归"",""序列标注""]",0,聚类,没有预先标签时按相似性分组属于聚类。,单选正确得 1 分,Open Machine Learning Book·机器学习概览；内容负责人编写的独立分类题题 v3,3,approved
ml-q07-v4,ml-001,rl-001,掌握,情境题,2,学习任务类型·情境题·v4,医院希望根据既往体检指标预测患者下月的具体血压数值，应优先建立什么任务？,"[""回归"",""二分类"",""聚类""]",0,回归,目标是连续数值。,单选正确得 1 分,Open Machine Learning Book·机器学习概览；内容负责人编写的独立情境题题 v4,4,approved
ml-q07-v5,ml-001,rl-001,掌握,复测题,2,学习任务类型·复测题·v5,无提示复测：判断图片是“猫”还是“狗”通常属于？,"[""分类"",""回归"",""降维""]",0,分类,输出是离散类别。,单选正确得 1 分,Open Machine Learning Book·机器学习概览；内容负责人编写的独立复测题题 v5,5,approved
ml-q08-v2,ml-001,rl-001,掌握,解释题,2,学习范式·解释题·v2,为什么机器学习训练通常需要区分训练集与验证集？,"[""用验证集检查模型对未参与拟合数据的表现"",""因为验证集专门用来记住答案"",""为了让参数永远不更新""]",0,用验证集检查模型对未参与拟合数据的表现,验证集支持模型选择和泛化检查。,单选正确得 1 分,Open Machine Learning Book·机器学习技术与任务；内容负责人编写的独立解释题题 v2,2,approved
