learning_item_id,learning_item_version_id,source_id,source_file_path,source_item_key,source_commit,source_content_hash,knowledge_point_id,knowledge_point_name_en,knowledge_point_name_zh,question_stem_en,option_a_en,option_b_en,option_c_en,correct_option_key,zh_stem,zh_option_a,zh_option_b,zh_option_c,zh_explanation,explanation_data_json,translation_method,translation_version,translation_review_status,explanation_review_status,publish_decision,reviewer_id,reviewer_note
item-e1faeea32d6f3c5223ce,item-version-92df9de00c0175871d6f,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-32,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,kp-ml-regression-data,Prepare and Visualize Data for Regression,准备和可视化数据以进行回归,Which of these is a part of the Data Visualization step in a Machine Learning project?,Incorporating a certain Machine Learning algorithm,Creating a pictorial representation of data using different plotting methods,Normalizing the values of a dataset,B,以下哪一项是机器学习项目中数据可视化步骤的一部分？,结合一定的机器学习算法,使用不同的绘图方法创建数据的图形表示,标准化数据集的值,本题考查“准备和可视化数据以进行回归”，参考答案为 B：“使用不同的绘图方法创建数据的图形表示”。,"{""correctOptionKey"":""B"",""correctReason"":""在给定选项中，“使用不同的绘图方法创建数据的图形表示”最符合题干对“准备和可视化数据以进行回归”的描述或条件。"",""generationMethod"":""machine_translation_plus_structural_template"",""generationVersion"":""en-zh-candidate-2026-08-12"",""localizedStem"":""以下哪一项是机器学习项目中数据可视化步骤的一部分？"",""memoryTip"":""复习“准备和可视化数据以进行回归”时，先定位题干关键词，再逐项核对定义和适用条件。"",""optionReasons"":{""A"":""“结合一定的机器学习算法”不是本题参考答案；审核时需结合原课程补充它与正确选项的具体差异。"",""B"":""在给定选项中，“使用不同的绘图方法创建数据的图形表示”最符合题干对“准备和可视化数据以进行回归”的描述或条件。"",""C"":""“标准化数据集的值”不是本题参考答案；审核时需结合原课程补充它与正确选项的具体差异。""},""originalStem"":""Which of these is a part of the Data Visualization step in a Machine Learning project?"",""quality"":""structural_draft"",""requiresSubjectMatterReview"":true,""schemaVersion"":""quiz-explanation.v1"",""sourceUrls"":[""https://github.com/microsoft/ML-For-Beginners/blob/d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46/quiz-app/src/assets/translations/en.json""],""summary"":""本题考查“准备和可视化数据以进行回归”，参考答案为 B：“使用不同的绘图方法创建数据的图形表示”。""}",public_machine_translation,en-zh-candidate-2026-08-12,pending,pending,hold,,
item-005e2d6666c7efdc9918,item-version-d8f664340d13a54a9d37,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-33,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,kp-ml-regression-data,Prepare and Visualize Data for Regression,准备和可视化数据以进行回归,"Which of these code snippets is correct based on this lesson, if you want to check for the presence of missing values in your dataset? Suppose the dataset is stored in a variable named 'dataset' which is a Pandas DataFrame object.",dataset.isnull().sum(),findMissing(dataset),sum(null(dataset)),A,如果您想检查数据集中是否存在缺失值，根据本课程，以下哪些代码片段是正确的？假设数据集存储在名为“dataset”的变量中，该变量是 Pandas DataFrame 对象。,dataset.isnull().sum(),查找缺失（数据集）,总和（空（数据集））,本题考查“准备和可视化数据以进行回归”，参考答案为 A：“dataset.isnull().sum()”。,"{""correctOptionKey"":""A"",""correctReason"":""在给定选项中，“dataset.isnull().sum()”最符合题干对“准备和可视化数据以进行回归”的描述或条件。"",""generationMethod"":""machine_translation_plus_structural_template"",""generationVersion"":""en-zh-candidate-2026-08-12"",""localizedStem"":""如果您想检查数据集中是否存在缺失值，根据本课程，以下哪些代码片段是正确的？假设数据集存储在名为“dataset”的变量中，该变量是 Pandas DataFrame 对象。"",""memoryTip"":""复习“准备和可视化数据以进行回归”时，先定位题干关键词，再逐项核对定义和适用条件。"",""optionReasons"":{""A"":""在给定选项中，“dataset.isnull().sum()”最符合题干对“准备和可视化数据以进行回归”的描述或条件。"",""B"":""“查找缺失（数据集）”不是本题参考答案；审核时需结合原课程补充它与正确选项的具体差异。"",""C"":""“总和（空（数据集））”不是本题参考答案；审核时需结合原课程补充它与正确选项的具体差异。""},""originalStem"":""Which of these code snippets is correct based on this lesson, if you want to check for the presence of missing values in your dataset? Suppose the dataset is stored in a variable named 'dataset' which is a Pandas DataFrame object."",""quality"":""structural_draft"",""requiresSubjectMatterReview"":true,""schemaVersion"":""quiz-explanation.v1"",""sourceUrls"":[""https://github.com/microsoft/ML-For-Beginners/blob/d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46/quiz-app/src/assets/translations/en.json""],""summary"":""本题考查“准备和可视化数据以进行回归”，参考答案为 A：“dataset.isnull().sum()”。""}",public_machine_translation,en-zh-candidate-2026-08-12,pending,pending,hold,,
item-b51473989fefa9ecad30,item-version-c8481f33b9ed039219b9,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-34,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,kp-ml-regression-data,Prepare and Visualize Data for Regression,准备和可视化数据以进行回归,Which of these plotting methods is useful when you would like to understand the spread of different groups of datapoints from your dataset?,Scatter Plot,Line Plot,Bar Plot,C,当您想了解数据集中不同组数据点的分布情况时，哪种绘图方法有用？,散点图,线图,条形图,本题考查“准备和可视化数据以进行回归”，参考答案为 C：“条形图”。,"{""correctOptionKey"":""C"",""correctReason"":""在给定选项中，“条形图”最符合题干对“准备和可视化数据以进行回归”的描述或条件。"",""generationMethod"":""machine_translation_plus_structural_template"",""generationVersion"":""en-zh-candidate-2026-08-12"",""localizedStem"":""当您想了解数据集中不同组数据点的分布情况时，哪种绘图方法有用？"",""memoryTip"":""复习“准备和可视化数据以进行回归”时，先定位题干关键词，再逐项核对定义和适用条件。"",""optionReasons"":{""A"":""“散点图”不是本题参考答案；审核时需结合原课程补充它与正确选项的具体差异。"",""B"":""“线图”不是本题参考答案；审核时需结合原课程补充它与正确选项的具体差异。"",""C"":""在给定选项中，“条形图”最符合题干对“准备和可视化数据以进行回归”的描述或条件。""},""originalStem"":""Which of these plotting methods is useful when you would like to understand the spread of different groups of datapoints from your dataset?"",""quality"":""structural_draft"",""requiresSubjectMatterReview"":true,""schemaVersion"":""quiz-explanation.v1"",""sourceUrls"":[""https://github.com/microsoft/ML-For-Beginners/blob/d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46/quiz-app/src/assets/translations/en.json""],""summary"":""本题考查“准备和可视化数据以进行回归”，参考答案为 C：“条形图”。""}",public_machine_translation,en-zh-candidate-2026-08-12,pending,pending,hold,,
item-47caf573a1bafba28a4e,item-version-12a5652f3fc85d037e9f,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-35,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,kp-ml-regression-data,Prepare and Visualize Data for Regression,准备和可视化数据以进行回归,What can Data Visualization NOT tell you?,Relationships among datapoints,The source from where the dataset is collected,Finding the presence of outliers in the dataset,B,数据可视化不能告诉您什么？,数据点之间的关系,收集数据集的来源,查找数据集中是否存在异常值,本题考查“准备和可视化数据以进行回归”，参考答案为 B：“收集数据集的来源”。,"{""correctOptionKey"":""B"",""correctReason"":""在给定选项中，“收集数据集的来源”最符合题干对“准备和可视化数据以进行回归”的描述或条件。"",""generationMethod"":""machine_translation_plus_structural_template"",""generationVersion"":""en-zh-candidate-2026-08-12"",""localizedStem"":""数据可视化不能告诉您什么？"",""memoryTip"":""复习“准备和可视化数据以进行回归”时，先定位题干关键词，再逐项核对定义和适用条件。"",""optionReasons"":{""A"":""“数据点之间的关系”不是本题参考答案；审核时需结合原课程补充它与正确选项的具体差异。"",""B"":""在给定选项中，“收集数据集的来源”最符合题干对“准备和可视化数据以进行回归”的描述或条件。"",""C"":""“查找数据集中是否存在异常值”不是本题参考答案；审核时需结合原课程补充它与正确选项的具体差异。""},""originalStem"":""What can Data Visualization NOT tell you?"",""quality"":""structural_draft"",""requiresSubjectMatterReview"":true,""schemaVersion"":""quiz-explanation.v1"",""sourceUrls"":[""https://github.com/microsoft/ML-For-Beginners/blob/d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46/quiz-app/src/assets/translations/en.json""],""summary"":""本题考查“准备和可视化数据以进行回归”，参考答案为 B：“收集数据集的来源”。""}",public_machine_translation,en-zh-candidate-2026-08-12,pending,pending,hold,,
item-65c49e2fd7c93e07fcff,item-version-7717d3af747c09a3344f,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-36,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,kp-ml-linear-polynomial-regression,Linear and Polynomial Regression,线性和多项式回归,Matplotlib is a,drawing library,data visualization library,lending library,B,Matplotlib 是一个,绘图库,数据可视化库,借阅图书馆,本题考查“线性和多项式回归”，参考答案为 B：“数据可视化库”。,"{""correctOptionKey"":""B"",""correctReason"":""在给定选项中，“数据可视化库”最符合题干对“线性和多项式回归”的描述或条件。"",""generationMethod"":""machine_translation_plus_structural_template"",""generationVersion"":""en-zh-candidate-2026-08-12"",""localizedStem"":""Matplotlib 是一个"",""memoryTip"":""复习“线性和多项式回归”时，先定位题干关键词，再逐项核对定义和适用条件。"",""optionReasons"":{""A"":""“绘图库”不是本题参考答案；审核时需结合原课程补充它与正确选项的具体差异。"",""B"":""在给定选项中，“数据可视化库”最符合题干对“线性和多项式回归”的描述或条件。"",""C"":""“借阅图书馆”不是本题参考答案；审核时需结合原课程补充它与正确选项的具体差异。""},""originalStem"":""Matplotlib is a"",""quality"":""structural_draft"",""requiresSubjectMatterReview"":true,""schemaVersion"":""quiz-explanation.v1"",""sourceUrls"":[""https://github.com/microsoft/ML-For-Beginners/blob/d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46/quiz-app/src/assets/translations/en.json""],""summary"":""本题考查“线性和多项式回归”，参考答案为 B：“数据可视化库”。""}",public_machine_translation,en-zh-candidate-2026-08-12,pending,pending,hold,,
item-81011cfc902ccb20fce2,item-version-57e404f67df1bd13991e,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-37,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,kp-ml-linear-polynomial-regression,Linear and Polynomial Regression,线性和多项式回归,Linear Regression uses the following to plot relationships between variables,a straight line,a circle,a curve,A,线性回归使用以下内容来绘制变量之间的关系,一条直线,一个圆圈,一条曲线,本题考查“线性和多项式回归”，参考答案为 A：“一条直线”。,"{""correctOptionKey"":""A"",""correctReason"":""在给定选项中，“一条直线”最符合题干对“线性和多项式回归”的描述或条件。"",""generationMethod"":""machine_translation_plus_structural_template"",""generationVersion"":""en-zh-candidate-2026-08-12"",""localizedStem"":""线性回归使用以下内容来绘制变量之间的关系"",""memoryTip"":""复习“线性和多项式回归”时，先定位题干关键词，再逐项核对定义和适用条件。"",""optionReasons"":{""A"":""在给定选项中，“一条直线”最符合题干对“线性和多项式回归”的描述或条件。"",""B"":""“一个圆圈”不是本题参考答案；审核时需结合原课程补充它与正确选项的具体差异。"",""C"":""“一条曲线”不是本题参考答案；审核时需结合原课程补充它与正确选项的具体差异。""},""originalStem"":""Linear Regression uses the following to plot relationships between variables"",""quality"":""structural_draft"",""requiresSubjectMatterReview"":true,""schemaVersion"":""quiz-explanation.v1"",""sourceUrls"":[""https://github.com/microsoft/ML-For-Beginners/blob/d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46/quiz-app/src/assets/translations/en.json""],""summary"":""本题考查“线性和多项式回归”，参考答案为 A：“一条直线”。""}",public_machine_translation,en-zh-candidate-2026-08-12,pending,pending,hold,,
item-5aedc4b3724653498974,item-version-8fbe8092799930acf72c,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-38,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,kp-ml-linear-polynomial-regression,Linear and Polynomial Regression,线性和多项式回归,A good Linear Regression model has a ___ Correlation Coefficient,low,high,flat,B,一个好的线性回归模型具有 ___ 相关系数,低,高,平坦,本题考查“线性和多项式回归”，参考答案为 B：“高”。,"{""correctOptionKey"":""B"",""correctReason"":""根据“线性和多项式回归”相关术语，题干空缺应填“高”。"",""generationMethod"":""machine_translation_plus_structural_template"",""generationVersion"":""en-zh-candidate-2026-08-12"",""localizedStem"":""一个好的线性回归模型具有 ___ 相关系数"",""memoryTip"":""复习“线性和多项式回归”时，先定位题干关键词，再逐项核对定义和适用条件。"",""optionReasons"":{""A"":""“低”不是本题参考答案；审核时需结合原课程补充它与正确选项的具体差异。"",""B"":""根据“线性和多项式回归”相关术语，题干空缺应填“高”。"",""C"":""“平坦”不是本题参考答案；审核时需结合原课程补充它与正确选项的具体差异。""},""originalStem"":""A good Linear Regression model has a ___ Correlation Coefficient"",""quality"":""structural_draft"",""requiresSubjectMatterReview"":true,""schemaVersion"":""quiz-explanation.v1"",""sourceUrls"":[""https://github.com/microsoft/ML-For-Beginners/blob/d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46/quiz-app/src/assets/translations/en.json""],""summary"":""本题考查“线性和多项式回归”，参考答案为 B：“高”。""}",public_machine_translation,en-zh-candidate-2026-08-12,pending,pending,hold,,
item-d345727d141da99cca3d,item-version-90e5aeb788cfb3a85fc0,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-39,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,kp-ml-linear-polynomial-regression,Linear and Polynomial Regression,线性和多项式回归,"If your data is nonlinear, try a ___ type of Regression",linear,spherical,polynomial,C,如果您的数据是非线性的，请尝试 ___ 类型的回归,线性,球形的,多项式,本题考查“线性和多项式回归”，参考答案为 C：“多项式”。,"{""correctOptionKey"":""C"",""correctReason"":""根据“线性和多项式回归”相关术语，题干空缺应填“多项式”。"",""generationMethod"":""machine_translation_plus_structural_template"",""generationVersion"":""en-zh-candidate-2026-08-12"",""localizedStem"":""如果您的数据是非线性的，请尝试 ___ 类型的回归"",""memoryTip"":""复习“线性和多项式回归”时，先定位题干关键词，再逐项核对定义和适用条件。"",""optionReasons"":{""A"":""“线性”不是本题参考答案；审核时需结合原课程补充它与正确选项的具体差异。"",""B"":""“球形的”不是本题参考答案；审核时需结合原课程补充它与正确选项的具体差异。"",""C"":""根据“线性和多项式回归”相关术语，题干空缺应填“多项式”。""},""originalStem"":""If your data is nonlinear, try a ___ type of Regression"",""quality"":""structural_draft"",""requiresSubjectMatterReview"":true,""schemaVersion"":""quiz-explanation.v1"",""sourceUrls"":[""https://github.com/microsoft/ML-For-Beginners/blob/d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46/quiz-app/src/assets/translations/en.json""],""summary"":""本题考查“线性和多项式回归”，参考答案为 C：“多项式”。""}",public_machine_translation,en-zh-candidate-2026-08-12,pending,pending,hold,,
item-837bc1c86c030bf5d94c,item-version-be3110f61e25825bd251,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-40,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,kp-ml-linear-polynomial-regression,Linear and Polynomial Regression,线性和多项式回归,These are all types of Regression methods,"Falsestep, Ridge, Lasso and Elasticnet","Stepwise, Ridge, Lasso and Elasticnet","Stepwise, Ridge, Lariat and Elasticnet",B,这些都是回归方法的类型,Falsestep、Ridge、Lasso 和 Elasticnet,逐步、Ridge、Lasso 和 Elasticnet,Stepwise、Ridge、Lariat 和 Elasticnet,本题考查“线性和多项式回归”，参考答案为 B：“逐步、Ridge、Lasso 和 Elasticnet”。,"{""correctOptionKey"":""B"",""correctReason"":""在给定选项中，“逐步、Ridge、Lasso 和 Elasticnet”最符合题干对“线性和多项式回归”的描述或条件。"",""generationMethod"":""machine_translation_plus_structural_template"",""generationVersion"":""en-zh-candidate-2026-08-12"",""localizedStem"":""这些都是回归方法的类型"",""memoryTip"":""复习“线性和多项式回归”时，先定位题干关键词，再逐项核对定义和适用条件。"",""optionReasons"":{""A"":""“Falsestep、Ridge、Lasso 和 Elasticnet”不是本题参考答案；审核时需结合原课程补充它与正确选项的具体差异。"",""B"":""在给定选项中，“逐步、Ridge、Lasso 和 Elasticnet”最符合题干对“线性和多项式回归”的描述或条件。"",""C"":""“Stepwise、Ridge、Lariat 和 Elasticnet”不是本题参考答案；审核时需结合原课程补充它与正确选项的具体差异。""},""originalStem"":""These are all types of Regression methods"",""quality"":""structural_draft"",""requiresSubjectMatterReview"":true,""schemaVersion"":""quiz-explanation.v1"",""sourceUrls"":[""https://github.com/microsoft/ML-For-Beginners/blob/d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46/quiz-app/src/assets/translations/en.json""],""summary"":""本题考查“线性和多项式回归”，参考答案为 B：“逐步、Ridge、Lasso 和 Elasticnet”。""}",public_machine_translation,en-zh-candidate-2026-08-12,pending,pending,hold,,
item-595f83d3287bdc0eee7f,item-version-e14b669773d026e2d480,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-41,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,kp-ml-linear-polynomial-regression,Linear and Polynomial Regression,线性和多项式回归,Least-Squares Regression means that all the datapoints surrounding the regression line are:,squared and then subtracted,multiplied,squared and then added up,C,最小二乘回归意味着回归线周围的所有数据点是：,平方然后减去,乘以,平方然后相加,本题考查“线性和多项式回归”，参考答案为 C：“平方然后相加”。,"{""correctOptionKey"":""C"",""correctReason"":""在给定选项中，“平方然后相加”最符合题干对“线性和多项式回归”的描述或条件。"",""generationMethod"":""machine_translation_plus_structural_template"",""generationVersion"":""en-zh-candidate-2026-08-12"",""localizedStem"":""最小二乘回归意味着回归线周围的所有数据点是："",""memoryTip"":""复习“线性和多项式回归”时，先定位题干关键词，再逐项核对定义和适用条件。"",""optionReasons"":{""A"":""“平方然后减去”不是本题参考答案；审核时需结合原课程补充它与正确选项的具体差异。"",""B"":""“乘以”不是本题参考答案；审核时需结合原课程补充它与正确选项的具体差异。"",""C"":""在给定选项中，“平方然后相加”最符合题干对“线性和多项式回归”的描述或条件。""},""originalStem"":""Least-Squares Regression means that all the datapoints surrounding the regression line are:"",""quality"":""structural_draft"",""requiresSubjectMatterReview"":true,""schemaVersion"":""quiz-explanation.v1"",""sourceUrls"":[""https://github.com/microsoft/ML-For-Beginners/blob/d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46/quiz-app/src/assets/translations/en.json""],""summary"":""本题考查“线性和多项式回归”，参考答案为 C：“平方然后相加”。""}",public_machine_translation,en-zh-candidate-2026-08-12,pending,pending,hold,,
item-d1e58fc9fbdc1537a96b,item-version-7c9b83634a45be64cb7a,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-42,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,kp-ml-logistic-regression,Logistic Regression,逻辑回归,Use Logistic Regression to predict,whether an apple is ripe or not,how many tickets can be sold in a month,what color the sky will turn tomorrow at 6 PM,A,使用逻辑回归进行预测,苹果是否成熟,一个月可以卖多少张票,明天下午 6 点天空会变成什么颜色,本题考查“逻辑回归”，参考答案为 A：“苹果是否成熟”。,"{""correctOptionKey"":""A"",""correctReason"":""在给定选项中，“苹果是否成熟”最符合题干对“逻辑回归”的描述或条件。"",""generationMethod"":""machine_translation_plus_structural_template"",""generationVersion"":""en-zh-candidate-2026-08-12"",""localizedStem"":""使用逻辑回归进行预测"",""memoryTip"":""复习“逻辑回归”时，先定位题干关键词，再逐项核对定义和适用条件。"",""optionReasons"":{""A"":""在给定选项中，“苹果是否成熟”最符合题干对“逻辑回归”的描述或条件。"",""B"":""“一个月可以卖多少张票”不是本题参考答案；审核时需结合原课程补充它与正确选项的具体差异。"",""C"":""“明天下午 6 点天空会变成什么颜色”不是本题参考答案；审核时需结合原课程补充它与正确选项的具体差异。""},""originalStem"":""Use Logistic Regression to predict"",""quality"":""structural_draft"",""requiresSubjectMatterReview"":true,""schemaVersion"":""quiz-explanation.v1"",""sourceUrls"":[""https://github.com/microsoft/ML-For-Beginners/blob/d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46/quiz-app/src/assets/translations/en.json""],""summary"":""本题考查“逻辑回归”，参考答案为 A：“苹果是否成熟”。""}",public_machine_translation,en-zh-candidate-2026-08-12,pending,pending,hold,,
item-10240d13729b1c88c1af,item-version-e5601941bd3fdf11a3ed,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-43,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,kp-ml-logistic-regression,Logistic Regression,逻辑回归,Types of Logistic Regression include,multinomial and cardinal,multinomial and ordinal,principal and ordinal,B,逻辑回归的类型包括,多项式和基数,多项式和序数,主数和序数,本题考查“逻辑回归”，参考答案为 B：“多项式和序数”。,"{""correctOptionKey"":""B"",""correctReason"":""在给定选项中，“多项式和序数”最符合题干对“逻辑回归”的描述或条件。"",""generationMethod"":""machine_translation_plus_structural_template"",""generationVersion"":""en-zh-candidate-2026-08-12"",""localizedStem"":""逻辑回归的类型包括"",""memoryTip"":""复习“逻辑回归”时，先定位题干关键词，再逐项核对定义和适用条件。"",""optionReasons"":{""A"":""“多项式和基数”不是本题参考答案；审核时需结合原课程补充它与正确选项的具体差异。"",""B"":""在给定选项中，“多项式和序数”最符合题干对“逻辑回归”的描述或条件。"",""C"":""“主数和序数”不是本题参考答案；审核时需结合原课程补充它与正确选项的具体差异。""},""originalStem"":""Types of Logistic Regression include"",""quality"":""structural_draft"",""requiresSubjectMatterReview"":true,""schemaVersion"":""quiz-explanation.v1"",""sourceUrls"":[""https://github.com/microsoft/ML-For-Beginners/blob/d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46/quiz-app/src/assets/translations/en.json""],""summary"":""本题考查“逻辑回归”，参考答案为 B：“多项式和序数”。""}",public_machine_translation,en-zh-candidate-2026-08-12,pending,pending,hold,,
item-f293fce96d5e7d194407,item-version-6cd8d353a357569fcedd,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-44,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,kp-ml-logistic-regression,Logistic Regression,逻辑回归,Your data has weak correlations. The best type of Regression to use is:,Logistic,Linear,Cardinal,A,您的数据相关性较弱。最好使用的回归类型是：,物流,线性,红衣主教,本题考查“逻辑回归”，参考答案为 A：“物流”。,"{""correctOptionKey"":""A"",""correctReason"":""在给定选项中，“物流”最符合题干对“逻辑回归”的描述或条件。"",""generationMethod"":""machine_translation_plus_structural_template"",""generationVersion"":""en-zh-candidate-2026-08-12"",""localizedStem"":""您的数据相关性较弱。最好使用的回归类型是："",""memoryTip"":""复习“逻辑回归”时，先定位题干关键词，再逐项核对定义和适用条件。"",""optionReasons"":{""A"":""在给定选项中，“物流”最符合题干对“逻辑回归”的描述或条件。"",""B"":""“线性”不是本题参考答案；审核时需结合原课程补充它与正确选项的具体差异。"",""C"":""“红衣主教”不是本题参考答案；审核时需结合原课程补充它与正确选项的具体差异。""},""originalStem"":""Your data has weak correlations. The best type of Regression to use is:"",""quality"":""structural_draft"",""requiresSubjectMatterReview"":true,""schemaVersion"":""quiz-explanation.v1"",""sourceUrls"":[""https://github.com/microsoft/ML-For-Beginners/blob/d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46/quiz-app/src/assets/translations/en.json""],""summary"":""本题考查“逻辑回归”，参考答案为 A：“物流”。""}",public_machine_translation,en-zh-candidate-2026-08-12,pending,pending,hold,,
item-9f1996e813d26a7a4b70,item-version-55b298a27778440f286f,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-45,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,kp-ml-logistic-regression,Logistic Regression,逻辑回归,Seaborn is a type of,data visualization library,mapping library,mathematical library,A,Seaborn 是一种,数据可视化库,映射库,数学库,本题考查“逻辑回归”，参考答案为 A：“数据可视化库”。,"{""correctOptionKey"":""A"",""correctReason"":""在给定选项中，“数据可视化库”最符合题干对“逻辑回归”的描述或条件。"",""generationMethod"":""machine_translation_plus_structural_template"",""generationVersion"":""en-zh-candidate-2026-08-12"",""localizedStem"":""Seaborn 是一种"",""memoryTip"":""复习“逻辑回归”时，先定位题干关键词，再逐项核对定义和适用条件。"",""optionReasons"":{""A"":""在给定选项中，“数据可视化库”最符合题干对“逻辑回归”的描述或条件。"",""B"":""“映射库”不是本题参考答案；审核时需结合原课程补充它与正确选项的具体差异。"",""C"":""“数学库”不是本题参考答案；审核时需结合原课程补充它与正确选项的具体差异。""},""originalStem"":""Seaborn is a type of"",""quality"":""structural_draft"",""requiresSubjectMatterReview"":true,""schemaVersion"":""quiz-explanation.v1"",""sourceUrls"":[""https://github.com/microsoft/ML-For-Beginners/blob/d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46/quiz-app/src/assets/translations/en.json""],""summary"":""本题考查“逻辑回归”，参考答案为 A：“数据可视化库”。""}",public_machine_translation,en-zh-candidate-2026-08-12,pending,pending,hold,,
item-d402e2a21702237b2bbb,item-version-996e7723da8c34b92ff7,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-46,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,kp-ml-logistic-regression,Logistic Regression,逻辑回归,A confusion matrix is also known as a:,error matrix,truth matrix,accuracy matrix,A,混淆矩阵也称为：,误差矩阵,真值矩阵,精度矩阵,本题考查“逻辑回归”，参考答案为 A：“误差矩阵”。,"{""correctOptionKey"":""A"",""correctReason"":""在给定选项中，“误差矩阵”最符合题干对“逻辑回归”的描述或条件。"",""generationMethod"":""machine_translation_plus_structural_template"",""generationVersion"":""en-zh-candidate-2026-08-12"",""localizedStem"":""混淆矩阵也称为："",""memoryTip"":""复习“逻辑回归”时，先定位题干关键词，再逐项核对定义和适用条件。"",""optionReasons"":{""A"":""在给定选项中，“误差矩阵”最符合题干对“逻辑回归”的描述或条件。"",""B"":""“真值矩阵”不是本题参考答案；审核时需结合原课程补充它与正确选项的具体差异。"",""C"":""“精度矩阵”不是本题参考答案；审核时需结合原课程补充它与正确选项的具体差异。""},""originalStem"":""A confusion matrix is also known as a:"",""quality"":""structural_draft"",""requiresSubjectMatterReview"":true,""schemaVersion"":""quiz-explanation.v1"",""sourceUrls"":[""https://github.com/microsoft/ML-For-Beginners/blob/d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46/quiz-app/src/assets/translations/en.json""],""summary"":""本题考查“逻辑回归”，参考答案为 A：“误差矩阵”。""}",public_machine_translation,en-zh-candidate-2026-08-12,pending,pending,hold,,
